state,0,1,2,3,4,5,6,7,8
xxexoeoeo,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
xxxxoeoeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exeeoeeex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exeeoeoex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0
exeeoeoxx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exoeoeeex,-2.7,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
xxoeoeeex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoeeoeeex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0
xoeeoeexx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoeeoeoxx,0.0,0.0,0.0,-5.913,0.0,0.0,0.0,0.0,0.0
xoexoeoxx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exeeoxeee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exeeoxeeo,2.7,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0
exexoxeeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eexeoeeex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eexeooeex,1.599716024588075,0.8072942999999999,0.0,2.310906911793285,0.0,0.0,1.887590967632808,0.6476999999999999,0.0
xexeooeex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oeexoexxe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeeeoeeee,0.0,25.62785123860759,26.16609503038019,21.97352601668853,0.0,8.84789710082057,24.84168175543209,18.938857020449728,16.551320508353562
xeexoeeee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1
xeexoeoee,0.0,3.1616088300000005,5.913,0.0,0.0,-1.4034899999999997,0.0,-2.591676,-4.31649
xxexoeoee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeoxoeeex,0.0,-0.9419999999999998,0.0,0.0,0.0,-3.0,5.4,1.458,0.0
eeoxoxeex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeeooexex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxeeoeeee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxoeoeeee,0.0,0.0,0.0,0.429,0.0,-5.158601720999999,4.705830000000001,-3.0,-5.486262516
eeeeoxxeo,3.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0
xeeeoxxeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeeooxxeo,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0
xexooxxeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxooxxeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2700.0,0.0
eexxxeooe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eexeoeeee,15.890907378844862,13.978118315714651,0.0,9.018977242074232,0.0,21.93399061939505,12.492407473120302,16.153747180136037,20.179473161336624
eexeoxeee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eexeoxeeo,4.503011669999999,0.9401878508999996,0.0,-5.5599198591,0.0,0.0,-5.913,-4.59,0.0
eexeoxexo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeexoeoex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeexoxeee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeexoxeeo,0.0,-3.0,0.0,0.0,0.0,0.0,-0.51,0.0,0.0
eeexoxxeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeeeoxxox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eexxoeeee,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
eexxoeeoe,5.3997,0.0,0.0,0.0,0.0,0.0,2.534919,0.0,0.0
xexxoeeoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeeooxxoe,0.0,6.0508749,0.0,0.0,0.0,0.0,0.0,0.0,1.42287
xeeooxxox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eexxoooex,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exxxoooex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxxxoooex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5913.0,0.0
oxxxoooxx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeeoxxeoe,0.0,0.0,13.14,0.0,0.0,0.0,0.0,0.0,0.0
eexoxxeoe,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0
eexoxxooe,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.62
xexoxxooe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeeeoxeex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeoeoxeex,-2.48319,-3.198933,0.0,-1.7607,0.0,0.0,4.59,1.954167,0.0
eeoeoxexx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exxeoxeeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eexeooexx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exeeooeex,0.0,0.0,0.0,1.22574,0.0,0.0,0.762,0.0,0.0
exexooeex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exoxooeex,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxoxooeex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeeeoeexe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeeooeexe,0.0,0.1377,0.0,0.0,0.0,0.7377,0.51,0.0,0.4377
xeeooexxe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeeeoexox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeoeoeeex,0.0,-2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eexeoexox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxoeoxeee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xexeoeeee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxeoeeee,0.0,0.0,0.0,0.40287,0.0,1.1987311346155856,1.5041178806603253,1.4953402478163902,1.8597983631847264
xoxeoeeex,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
eeoeoxxex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeoeoxxox,0.081,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exoeoxxox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxoeoeexe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eexeoeoxx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eexeoooxx,0.4867015725899999,-0.1078282445999999,0.0,0.91335201,0.0,0.0,0.0,0.0,0.0
eexxoooxx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oexxoooxx,0.0,-2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exxeoeeee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxxeoeeee,0.0,0.0,0.0,-2.7,0.0,-0.657,-4.59,-5.1,2.52261
oxxxoeeee,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
exeeoeexe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exeeoeexo,0.0,0.0,-0.3,-3.0,0.0,0.0,0.0,0.0,0.0
exexoeexo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxeoexee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exexoexeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeexoeexo,2.7,0.0,-1.671,0.0,0.0,0.0,0.429,0.0,0.0
xeexoeexo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeexoeoxo,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
xexxoeoxo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxoeoxo,0.0,0.0,0.0,0.0,0.0,-5913.0,0.0,0.0,0.0
oeeeoxxee,0.0,-0.9419999999999998,1.458,0.0,0.0,0.0,0.0,0.0,5.4
oeeeoxxex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oeeeoxxox,0.0,0.0,0.0,-0.51,0.0,0.0,0.0,0.0,0.0
oeexoxxox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eoxxoeeee,0.3,0.0,0.0,0.0,0.0,0.081,0.0,0.0,0.0
xoxxoeeee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eexeoeexe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eexeooexe,0.0,0.0,0.0,1.14474,0.0,0.0,0.4619999999999999,0.0,0.0
eexxooexe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oexxooexe,0.0,-2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oexxooxxe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeeeoxeee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeeeoxoee,0.0,0.0,0.0,-5.1,0.0,0.0,0.0,-2.4,0.0
xeexoxoee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoeoxxox,0.0,0.0,0.0,-5913.0,0.0,0.0,0.0,0.0,0.0
oxoxoxxox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exxeoeexo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eoxxoooxx,-7941.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxoooxx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oexxoeeee,0.0,0.0,0.0,0.0,0.0,-0.51,0.0,0.0,0.0
oexxoxeee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eexeoxxeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eoeexexee,0.0,0.0,0.0,-3.3,0.0,-3.3,0.0,0.0,0.0
eooexexee,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.301
xooexexee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0
xoooxexee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0
xoooxexxe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoooxexxo,0.0,0.0,0.0,0.0,0.0,-4590.0,0.0,0.0,0.0
xoooxxxxo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exexoeoee,0.0,0.0,2.7,0.0,0.0,-3.8607,0.0,-3.8607,-1.671
exxxoeoee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxxxoeoee,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,0.0,0.0
oxxxoxoee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exoxoeeee,0.0,0.0,0.0,0.0,0.0,0.0,4.59,0.0,0.0
exoxoexee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoxoexee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,0.0
oxoxoexxe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exoeoxeee,-2.7,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0
exoeoxexe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeoxoeexe,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exoxoeexe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exeeooexe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxeeooexe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exeeoxoee,0.0,0.0,5.1,-2.7591,0.0,0.0,0.0,0.0,1.377
exxeoxoee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exxeoxoeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.0
exxeoxoxo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exeeooxex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoeeoxeee,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0
xoxeoxeee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeeeoeoxe,0.0,0.0,6.569999999999999,0.0,0.0,0.0,0.0,0.0,-1.89
xexeoeoxe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxeoeoxe,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,2.8377
xoxxoeoxe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxoooxe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2700.0
eeeeoexxo,4.59,-4.8204,0.0,0.7292999999999998,0.0,-3.80619,0.0,0.0,0.0
eeeeoxxxo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eexeoeexo,3.0,0.0,0.0,0.0,0.0,-1.89,-1.89,0.0,0.0
xexeoeexo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxeoeexo,0.0,0.0,0.0,0.0,0.0,0.0,4.59,0.0,0.0
xoxeoexxo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxooexxo,0.0,0.0,0.0,0.0,0.0,-4590.0,0.0,0.0,0.0
oxeeoeexe,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
oxxeoeexe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeoeoxeee,0.0,-1.89,0.0,0.51,0.0,0.0,3.0,0.0,0.0
xeoeoxxee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxoooxxoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6839.1
xoeooxxee,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
xoxooxxee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oeoxxoexx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exeooeexe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exxooeexe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exeeooxee,6.1287,0.0,0.0,3.81,0.0,0.0,0.0,0.0,4.5239733
xxeeooxee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exeooeeex,0.0,0.0,6.2539098,0.0,0.0,3.85374,0.6,0.0,0.0
exeooexex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeoeoxeex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xexxoeoee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxoeoee,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,0.5578953,0.17739
xoxxoxoee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeexoexee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oeexoexee,0.0,-2.7,0.0,0.0,0.0,-3.0,0.0,-0.7599,4.59
exxeooeex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxoeoex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exexoxoee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exeooexee,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0
exeooxxee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exeooxxeo,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxeooxxeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeexxoeoe,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
eeexxoxoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oeexxoxoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
oeexxoxox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oeoxxoxox,0.0,-2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoxxoxox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exoeoeexe,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0
xexeoooxx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eexooeexe,1.977,1.377,0.0,0.0,0.0,7.10379,0.0,0.0,0.0
eexooxexe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eexooxexo,3.0,0.51,0.0,0.0,0.0,0.0,-2.7,0.0,0.0
eexooxxxo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xexeoeeox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeooxexee,0.0,0.0,0.0,0.0,0.0,4.4668278,0.0,16.1265906,6.162
eeooxxxee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoooxxxeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4590.0,0.0
eeoxoxeee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.1,-3.0
eeoxoxexe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xexexeooe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eexoxxeoo,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xexoxxeoo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exeeoxoex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxxeoxeee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeooxexex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeooxexox,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exooxexox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxooxexox,0.0,0.0,0.0,0.0,0.0,-5913.0,0.0,0.0,0.0
oxooxxxox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eexxoexoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeexoeeox,0.0,0.762,1.22574,0.0,0.0,0.3309498,0.0,0.0,0.0
eexxoeeox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeoexexoe,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exoexexoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exoexexoo,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0
exoexxxoo,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exooxxxoo,-2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxeooexee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxeeoxoee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeoxoexex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oeoxoexex,0.0,3.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0
oxoxoexex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoxoexox,0.0,0.0,0.0,0.0,0.0,-5913.0,0.0,0.0,0.0
eeeeoxexe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeeeoxoxe,0.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,-0.3
exeeoxoxe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeexoxoee,0.0,-4.452,2.4,0.0,0.0,0.0,0.0,-4.452,-0.3
eeexoxoxe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eoexoxeee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eoexoxexe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ooexoxexe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
ooexoxexx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exexoeoex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxeexoeoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxeexoeoo,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
xxxexoeoo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeeeooeex,0.0,0.0,0.0,3.0,0.0,0.0,3.81,0.0,0.0
xeexooeex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exeeoeoxe,0.0,0.0,0.0,-3.0,0.0,-3.0,0.0,0.0,-3.0
exxeooxox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeeexoeee,0.0,-6.2631,0.0,0.0,0.0,0.0,-3.0,0.0,2.1
xexexooeo,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxxexooeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eoxeoexee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
eoxeoexex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeeoxexeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0
xeooxexeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeooxexxo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exexoeoxe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exexoeeox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exexoeoox,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
exexoxoox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eoxxoxeee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeexoeoxe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eexeoexeo,9.18,2.4786,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xexeoexeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xexooexeo,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxxooexeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oeeeoxexe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oeeeoxxxe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exeexeeoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exeexeooe,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
exexxeooe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xexooexee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxeeoxeeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxoeoxeeo,0.0,0.0,0.0,-0.51,0.0,0.0,3.0,0.0,0.0
xxoxoxeeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exxooeeex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxoeoexee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxoooexee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,0.0
xxoooexxe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeeeoxoxx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exeooxeex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exoooxeex,-2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxoooxeex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exeeoexxo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xexooxexo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxooxexo,0.0,0.0,0.0,0.0,0.0,0.0,-7941.159,0.0,0.0
eeexoexxo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exoeoxeex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeeeoexxo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeeooexxo,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxeooexxo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eexxoxeeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eoexoeeex,0.3,0.0,0.0,0.0,0.0,0.0,0.0,3.081,0.0
xoexoeeex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxeooxxoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxxeoexee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exoeoexex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exoeoexox,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
xeeexeeoe,0.0,0.0,0.0,-3.3,0.0,0.0,-0.6,0.0,0.0
xeeexeeoo,0.0,0.0,3.6,0.0,0.0,0.0,7.272,0.0,0.0
xexexeeoo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxeoeexe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxeooexe,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
xoxeooxxe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxexoexee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xexeoxeeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxeoxeeo,0.0,0.0,0.0,0.0,0.0,0.0,0.1377,0.51,0.0
xoxeoxexo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxeoxoxo,0.0,0.0,0.0,-2700.0,0.0,0.0,0.0,0.0,0.0
xoexoxeee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oeexoxxee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeoeoxexe,-2.4,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0
eoexoeexx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
