state,0,1,2,3,4,5,6,7,8
eeoxxoeex,2.4,-0.3719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eooxxoeex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeoexxeoo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xooexxexo,0.0,0.0,0.0,0.0,0.0,0.0,-5.1,0.0,0.0
xoooxxexo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeoexeeoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxooxeeex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xooexoexe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oeeexxoee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oeoxxoeex,0.0,4.109999999999999,0.0,0.0,0.0,0.0,0.0,3.0,0.0
eeeoxoxee,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeoxxeeeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exoexoeee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeoexxoeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eexoxeeoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoxxoeex,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-0.81,0.0
oxoxxoeox,0.0,0.0,0.0,0.0,0.0,0.0,-4590.0,0.0,0.0
eeooxxeee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeoxxeoee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exoexeoee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exoexeeoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xooexxoxo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoxxooex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oexxxeoee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51
oexxxeoeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oexoxeeee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oeexxeeee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7,-2.7
eeeoxexeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oexexoeee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oeeexexoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oeoexeexe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoexexee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.657
oxoexexeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oeexxoeee,0.0,3.1619999999999995,0.0,0.0,0.0,0.0,3.85374,0.0,0.6
oxeoxeeee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ooxexeexe,0.0,0.0,0.0,0.0,0.0,-4.452,2.4,0.0,0.0
ooxexoexe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeeexoeex,0.0,-3.3,0.0,-3.6,0.0,0.0,0.0,0.0,0.0
eoeexoeex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ooxexeoxe,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
eeeeoexox,1.7947428550875677,1.80425270574,2.3487182269068607,2.535807812327448,0.0,2.204357120529988,0.0,0.0,0.0
exeeoexox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeeexoeeo,0.0,0.0,11.1231,0.0,0.0,0.0,0.0,4.533237,0.0
xeeexoexo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxexeoeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxxeoeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeexxoooe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
xeexxooox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xexexoeeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeexoexox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exeeooxox,0.0,0.0,1.1909999999999998,3.3,0.0,0.0,0.0,0.0,0.0
exexooxox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeeoxeeeo,0.0,5.7,0.0,0.0,0.0,0.0,4.839,0.0,0.0
xxeoxeeeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeeoxxeee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.0
eeexxoeee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exeooexox,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0
exeooxxox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exoooxxox,-4590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxoooxxox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeeeoexee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eexexeeoe,0.0,0.0,0.0,0.0,0.0,-3.3,0.0,0.0,0.0
eexexeooe,3.88674,9.421725979158,0.0,2.6928198,0.0,7.645711927740001,0.0,0.0,16.095229362
exxexeooe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeexxoeeo,1.2954,0.6,0.0,0.0,0.0,0.0,3.649758,0.0,0.0
exexxoeeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeeeoxxee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeexxoeeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exeeoexee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exeeoexeo,5.4,0.0,0.0,0.0,0.0,-2.4,0.0,0.0,0.0
exeeoxxeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeeoxxoeo,0.0,3.081,0.3,0.0,0.0,0.0,0.0,0.0,0.0
xexoxxoeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeeexxeoe,0.0,0.0,-2.7,0.0,0.0,0.0,0.0,0.0,0.0
xeeoxxeoo,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxeoxxeoo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeeooexee,0.0,0.74633363742,2.1381285778209573,0.0,0.0,2.876040220945011,0.0,1.764562741085718,1.3990694974200002
xeeooxxee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oexoxeeex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoeoxxeeo,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
xoeoxxxeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxooxxeoo,0.0,0.0,0.0,0.0,0.0,0.0,-2700.0,0.0,0.0
xxooxxxoo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeeeoexxe,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
eeeeoxeee,11.709616444708256,9.001831176301568,15.347213512891429,6.403138933343303,0.0,0.0,8.097971833343305,8.85707748469607,10.986282311427551
eoeeoxxee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75179,8.1568833
eoeeoxxxe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eoeeoxxxo,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoeeoxxxo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoeooxxxo,0.0,0.0,-5913.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxooxxxo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeeeeeexe,0.40287,0.0,0.0,0.0,0.86949159837,0.0,0.998117031,0.0,0.381
eeeeoeexe,15.37259029111813,7.699572137080991,10.653416455490046,10.151557451453009,0.0,10.66582622007228,15.48822744922673,0.0,19.848850813937368
eeexoeexe,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0
oeexoeexe,0.0,-3.8607,0.0,0.0,0.0,-3.0,-0.3,0.0,2.7
oeexoxexe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeeeoeeex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xeeeoeeox,0.0,3.83187,3.081,0.3,0.0,0.0,0.0,0.0,0.0
xeexoeeox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeeeoeexx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eeeeoeoxx,-2.13398452226612,-2.066402582390669,9.90843386713659,0.0,0.0,4.122163381617001,0.0,0.0,0.0
xeeeoeoxx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exeeeeeee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.3
exeeoeeee,21.678908693149097,0.0,18.403059408440463,9.891540405247891,0.0,9.416140506330905,13.193615354127434,4.668826040278924,7.671630934556658
exexoeeee,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exexoeeeo,5.1,0.0,0.0,0.0,0.0,0.0,1.377,-1.623,0.0
xxexoeeeo,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0
