state,0,1,2,3,4,5,6
x  x o    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x  xo o    ,0.0,-0.6,0.0,0.0,0.0,-0.6,-0.6
x  xo o  x  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x  xoo o  x  ,0.0,0.0,0.0,0.0,0.0,-0.6,0.0
x  xoo o  xx  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  o    x ,0.0,0.0,0.162,0.0,0.6,0.0,0.0
  o  x  x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxxox  oo oo xo  x ,-8.1,0.0,0.0,0.0,0.0,0.0,0.0
xxxoxx  oo oo xo  x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x  ox o o  x ,0.0,0.0,0.0,0.0,0.0,-1.5,0.0
x  ox o o x x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxx   oo    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxxo   oox    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x  oo o x  x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x  oo o x  xx ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxxox ox o oo  x  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x  o oxox    ,0.0,0.0,1.2,0.0,0.0,0.0,0.0
x  ox oxox    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x  ox oxox o   ,0.0,0.0,0.0,0.0,1.2,0.0,0.0
x  ox oxox ox   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x x  oo  x  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xx x oo oo  x  ,0.0,0.0,0.0,0.0,0.0,0.0,-2.4
xx x oo oo  x x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxxoxx x oo oo oo x  ,0.0,0.0,0.0,0.0,0.0,0.0,-8.1
xxxoxx x oo oo oo x x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 xo      ,0.6,0.0,0.0,0.0,0.0,0.0,0.0
x xo      ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x xoo      ,0.0,0.0,0.0,0.0,0.6,0.0,0.0
x xoo   x   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxxo  xo oo    ,0.0,0.0,0.0,0.0,0.0,0.0,-3.3
xxxo  xo oo   x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x   oo x   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x   oo xx   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xx   ooo xxo   ,0.0,0.0,0.0,0.0,0.0,-4.5,0.0
xx   ooo xxo x  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xx  ox oo  x  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxox o ox oo  x  ,0.0,0.0,-1.5,0.0,0.0,0.0,0.0
xxox o oxx oo  x  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x x xo o    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  ox    x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxxo x  oo o   ,0.0,0.0,0.0,0.0,-1.7999999999999998,0.0,0.0
xxxo x  oo ox   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxxox x  oo o o  ,0.0,0.0,0.0,-1.7999999999999998,0.0,0.0,0.0
xxxox x  oox o o  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxxox o o oo  xx  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xx  o xoo    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xx x o xoo    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxxo x oo xoo    ,0.0,0.0,0.0,-2.4,0.0,0.0,0.0
xxxo x oo xoox    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xx   oox    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xx   oox o   ,0.0,0.6,0.0,0.0,0.0,0.0,0.0
xx x  oox o   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxxo x  oox o o  ,0.0,0.0,0.0,0.0,0.0,0.0,-0.3
xxxo x  oox o o x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 o     x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xo    x   ,0.6,0.0,0.0,0.0,0.0,0.0,0.0
xoo    x   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoo x   x   ,0.8999999999999999,0.0,0.0,0.0,0.0,0.0,0.0
xooo x   x   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xooo x   x  x ,0.0,0.0,0.0,0.0,0.3,0.0,0.0
xooo x   xo  x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xooo x   xo  xx ,0.0,1.5,0.0,0.0,0.0,0.0,0.0
xooo xo   xo  xx ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xo      x ,0.0,0.6,0.0,0.0,0.0,0.0,0.0
xo o     x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xo o     xx ,0.0,0.0,0.0,0.0,0.0,-0.6,0.0
xo o    o xx ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xooo ox    oxx xx ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xooo ox o   oxx xx ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
o   x  x  ,0.0,-1.2,0.0,0.0,0.0,0.0,0.0
o o  x  x  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ox o  x  x  ,-1.2,0.0,0.0,0.0,0.0,0.0,0.0
oxo o  x  x  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oo  x   xx  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oo  xo   xx  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oo  xo   xxx  ,0.0,0.0,0.0,-0.3,0.0,0.0,0.0
oo  xo o  xxx  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oo  xox o  xxx  ,0.0,0.0,0.0,0.0,0.0,0.0,-0.8999999999999999
oo  xox o  xxx o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
o   o xx   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ox    xxo   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ox    xxo  o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ox x   xxo  o ,0.0,0.0,0.0,0.0,0.0,-1.2,0.0
ox x   xxo o o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
o    x  x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
o    x o x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
o    x o xx ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
o  o  x o xx ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oo     x xx ,0.0,0.6,0.0,0.0,0.0,0.0,0.0
oo o    x xx ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ooo o  x  xx xx ,0.0,0.0,0.0,0.0,0.0,-0.6,0.0
ooo o  x  xxo xx ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxooxo o  o  xx xxx ,0.0,0.0,0.0,0.0,0.0,0.0,3.3
oxooxo o  o  xx xxxo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xo  x     ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xo  x o    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxo  x o  x  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoo  x o  x  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoo  x o  xx  ,0.0,0.0,0.0,0.0,0.0,0.6,0.0
xoxoo  x o  xxo  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxooo ox x o  xxoxx  ,0.0,0.0,0.0,0.0,0.0,0.0,-3.6
xoxooo ox x o  xxoxx o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxooo ox x o  xxoxx ox ,0.0,-1.5,0.0,0.0,0.0,0.0,0.0
xoxooo oxo x o  xxoxx ox ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
o   x    ,0.0,0.6,0.0,0.0,0.0,0.0,0.0
   xx  o  ,0.0,0.0,0.0,0.0,-0.6,0.0,0.0
   xx o o  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
o   x x   ,0.0,0.0,0.0,0.0,0.0,0.0,-1.2
o   x x  o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ooox   x x  oxx ,-2.4,0.0,0.0,0.0,0.0,0.0,0.0
oooxo   x x  oxx ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxo o    x x ,0.0,0.0,0.0,0.0,1.2,0.0,0.0
xoxoxo o   o x x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxo o   o x xx ,0.0,0.0,0.0,1.5,0.0,0.0,0.0
xoxoxo o  o o x xx ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoox  x     ,-0.6,0.0,0.0,0.0,0.0,0.0,0.0
xooxo  x     ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xooxox oxox x     ,0.0,0.0,0.0,0.0,0.0,0.6,0.0
xooxox oxox x   o  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxo x      ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxo x o     ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxo x o    x ,0.0,0.6,0.0,0.0,0.0,0.0,0.0
xoxoxo xo o    x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oo      xxx ,0.0,0.0,0.0,0.0,0.0,-1.338,0.6
oo      xxxo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oo    x x x ,0.0,-0.3,0.0,0.0,0.0,0.0,0.0
oo o   x x x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oo ox   x x x ,0.0,0.0,0.0,0.0,0.0,-0.3,0.0
oo ox   x xo x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oo ox   x xo xx ,0.0,0.0,0.0,0.0,0.0,-0.3,0.0
oo ox   x xoo xx ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oo ox   x xoo xxx ,0.0,0.0,-0.8999999999999999,0.0,0.0,0.0,0.0
oo ox o  x xoo xxx ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
o o     xx ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ox    x   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ox    x  o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ox    x  ox ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ox    x o ox ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxox      x ,0.0,0.0,0.0,0.0,0.0,0.0,0.6
oxox      xo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoxx      xo ,0.0,0.0,1.7999999999999998,0.0,0.0,0.0,0.0
oxoxx  o    xo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoxxx  o    xo ,0.0,0.0,0.0,0.0,0.0,0.0,2.4
oxoxxx  o    xoo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoxxx o o    xooxx ,0.0,0.0,2.7,0.0,0.0,0.0,0.0
oxoxxx o oo    xooxx ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoxxx ooo oo  x xx xooxx ,0.0,0.0,0.0,0.0,0.0,0.0,4.5
oxoxxx ooo oo  x xx xooxxo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
o xx      ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oo xx      ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ooo xx x x    ,29.4,0.0,0.0,0.0,0.0,0.0,0.0
oooo xx x x    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
o   xx    ,0.0,0.0,0.0,0.0,-0.6,0.0,0.0
o   xx o   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
o   xxx o   ,0.0,0.0,-2.1,0.0,0.0,0.0,0.0
o  o xxx o   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oo   xx x   ,0.0,0.0,-0.6,0.0,0.0,0.0,0.0
oo  o xx x   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
o x  x    ,0.0,0.0,0.0,0.0,0.0,0.0,-0.6
o x o x    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
   x   o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ox  x    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 oxo  x    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 oxo  x   x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 oxo  x  o x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
o oxo x x  o xx ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
o oxo x x  o xxo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oox oxo x x  o xxox ,0.0,-29.4,0.0,0.0,0.0,0.0,0.0
oox oxoo x x  o xxox ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ooxxo oxoo x x x o xxox ,-27.6,0.0,0.0,0.0,0.0,0.0,0.0
ooxxoo oxoo x x x o xxox ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ooxxoo oxooo x x x o xxoxxx ,0.0,0.0,0.0,-25.2,0.0,0.0,0.0
ooxxoo oxooo x xo x o xxoxxx ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoo x  oxx    ,0.0,0.6,0.0,0.0,0.0,0.0,0.0
xoo xo  oxx    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oo   o  x xxx ,0.6,0.0,0.0,0.0,0.0,0.0,0.0
ooo   o  x xxx ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oo      xxxox ,4.061999999999999,0.0,0.0,0.0,0.0,0.0,0.6
oo      xxxoxo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ooo  x   x xxxoxo ,0.0,0.0,0.0,0.0,3.3,0.0,0.0
ooo  x  o x xxxoxo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ooo  x  ox x xxxoxo ,0.0,0.0,0.0,0.0,0.0,3.3,0.0
ooo  x  ox xo xxxoxo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ooo  x x ox xo xxxoxo ,0.0,0.0,0.0,0.0,3.3,0.0,0.0
ooo  x x oxo xo xxxoxo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oo     o xxx ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ooo      xxxox ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
o o x    xx ,0.0,0.0,0.0,-0.6,0.0,0.0,0.0
o o x o   xx ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oo o x o x  xxx ,0.0,0.0,0.0,0.0,0.0,-1.5,0.0
oo o x o x o xxx ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oo o x o x ox xxx ,-0.6,0.0,0.0,0.0,0.0,0.0,0.0
ooo o x o x ox xxx ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxox       ,0.0,0.0,0.162,0.6,0.0,0.0,0.0
xoxox    o   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxo o   o xx x ,0.0,0.0,0.0,2.1,0.0,0.0,0.0
xoxoxo o  o o xx x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoox o x    x ,0.0,0.0,1.7999999999999998,0.0,0.0,0.0,0.0
xoox o xo    x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xooxxo oo xo   x xx ,0.0,0.0,0.0,0.0,3.3,0.0,0.0
xooxxo oo xo  o x xx ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoxox   x    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoxox   xo    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoxox oo  xo   xxx ,0.0,2.4,0.0,0.0,0.0,0.0,0.0
oxoxox ooo  xo   xxx ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xox       ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xox      o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxx      o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxx    o  o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxox    o x o ,0.0,1.2,0.0,0.0,0.0,0.0,0.0
xoxxox o   o x o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxox oo  x o x ox ,0.0,0.0,0.0,0.0,0.0,0.0,2.1
xoxxox oo  x o x oxo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoox   x   x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoox   x  o x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxooxo o xx xx  o x ,0.0,-1.2,0.0,0.0,0.0,0.0,0.0
oxooxo oo xx xx  o x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xo   x    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xo  o x    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x  o x    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxo  o x   o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxox  o x   o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
o    xx o  ,0.0,0.0,0.0,1.7999999999999998,0.0,0.0,0.0
o   x xx o  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oox   xo xx o  ,0.0,0.0,0.0,0.0,0.0,1.2,0.0
oox   xo xx ox  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ooxoxx x ooo xo xx ox  ,0.0,0.0,0.0,-3.6,0.0,0.0,0.0
ooxoxx x ooo xox xx ox  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ooxoxx x ooo xox xx oxo  ,0.0,0.0,0.0,0.0,0.0,0.0,-4.8
ooxoxx x ooo xox xx oxo x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxx   oo  xoo  ,0.0,0.0,-0.3,0.0,0.0,0.0,0.0
xxx  x oo  xoo  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x     o x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x   x  o  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x   x  oo  ,0.0,1.5,0.0,0.0,0.0,0.0,0.0
x x  x  oo  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxx   o   o ,0.0,0.0,0.0,0.0,0.6,0.0,0.0
xoxx   o x  o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxx  o oo x  o ,0.0,0.0,0.0,0.8999999999999999,0.0,0.0,0.0
xoxxx  o oox x  o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxx   xooo o   ,0.0,0.0,0.0,0.0,0.0,0.6,0.0
xxx   xooo o x  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x   xoo    ,0.0,0.0,2.1,0.0,0.0,0.0,0.0
x  x xoo    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x   oxoxo    ,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0
xx   oxoxo    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxx  o oo    ,0.0,0.0,0.0,0.8999999999999999,0.0,0.0,0.0
xxx  o oox    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxx o  oo    ,0.0,0.0,0.0,0.3,0.0,0.0,0.0
xoxxx o  oox    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x  xo o   x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x  xo oo   x ,0.0,0.0,-2.4,0.0,0.0,0.0,0.0
x  xox oo   x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x  xox ooo   x ,0.0,0.0,0.0,-0.8999999999999999,0.0,0.0,0.0
x  xox ooox   x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x  xox oooxo   x ,0.0,-0.3,0.0,0.0,0.0,0.0,0.0
x x xox oooxo   x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxx xoo xox oooxoo   x ,30.0,0.0,0.0,0.0,0.0,0.0,0.0
xxxx xoo xox oooxoo   x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
  xx   oo  ,0.0,0.0,1.5,0.0,0.0,0.0,0.0
  xxx   oo  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x  xxx  o ooo  ,0.0,0.0,0.0,0.0,1.2,0.0,0.0
x  xxx  ox ooo  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x  x x o oo  ,0.0,0.0,2.1,0.0,0.0,0.0,0.0
x  xx x o oo  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xx  xx xo o ooo  ,2.7,0.0,0.0,0.0,0.0,0.0,0.0
xxx  xx xo o ooo  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x x    oo  ,0.0,1.2,0.0,0.0,0.0,1.524,0.63828
x xx    oo  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x x    oo x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x x    oox  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x x o   oox  ,0.0,0.0,0.0,0.0,0.6,0.0,0.0
x x o  x oox  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxx x o  x ooxooo  ,0.0,0.0,3.3,0.0,0.0,0.0,0.0
xxx x ox  x ooxooo  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxx x ox o x ooxooo  ,0.0,6.0,0.0,0.0,0.0,0.0,0.0
xxx xx ox o x ooxooo  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x     oo x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xx     oo x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xx     ooo x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxx     ooo x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xx x    ooo xo ,0.0,0.0,0.0,0.0,0.0,0.0,0.6
xx x    ooo xox ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xx x    ooo xoxo ,0.0,0.0,0.0,0.0,0.6,0.0,0.0
xx x   x ooo xoxo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xx x   x ooo xoxoo ,2.1,0.0,0.0,0.0,0.0,0.0,0.0
xxx x   x ooo xoxoo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x   o o x  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x   o o xx  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xx   o o xxo o ,0.0,0.0,0.0,1.2,0.0,0.0,0.0
xx   ox o xxo o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxx     oxoo o ,0.0,0.0,0.0,0.0,0.0,2.7,0.0
xxx     oxoox o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xx    x  oo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xx    x  ooo ,0.0,0.0,0.0,0.0,-0.8999999999999999,0.0,0.0
xx    xx  ooo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxx xo    ooxoo  ,0.0,0.0,0.0,0.0,0.0,0.0,3.3
xxx xo    ooxoo x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxx xo    ooxooo x ,0.0,4.5,0.0,0.0,5.115,0.0,0.0
xxx xox    ooxooo x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxx xox  o  ooxooo x ,0.0,0.0,0.0,3.3,0.0,0.0,0.0
xxx xox  ox  ooxooo x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxx xox o ox  ooxooo x ,0.0,0.0,0.0,0.0,0.0,0.0,3.9
xxx xox o ox  ooxooo xx ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x x    ooxo  ,0.0,0.0,0.0,0.0,0.0,0.0,1.2
x x    ooxo x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xx    o o  ,0.0,0.0,0.0,0.0,0.0,-0.6,0.0
xx    o ox  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxx   o oo ox  ,27.3,0.0,0.0,0.0,0.0,0.0,0.0
xxxx   o oo ox  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xox     o  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xox     ox  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxx  o o  o  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxx  o ox  o  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xo    x o  ,0.0,0.0,0.0,1.2,0.0,0.0,0.324
xo   x x o  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xo   x x oo  ,0.6,0.0,0.0,0.0,0.0,0.0,0.0
xox   x x oo  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xx     o  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxoxo     o  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxoxo     ox  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxoxo     oxo  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxoxo     oxo x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxx xo   x ooxooo x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxx   oo  o  ,0.0,0.0,0.0,0.0,1.5,0.0,0.0
xxx   oo x o  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x  x    o ,0.0,0.0,-0.6,0.0,0.0,0.0,0.0
xx  x   oo o ,0.0,0.0,0.0,0.0,1.2,0.0,0.0
xx  x  x oo o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xx  x  x ooo o ,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0
xxx  x  x ooo o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xx o    o  ,2.1,0.0,0.0,0.0,0.0,0.0,0.0
xxx o    o  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xo       ,0.0,0.6,0.0,0.0,0.0,0.162,0.0
o   x   x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oox   x   x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oox   x o  x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ooxxox ox  x o  x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ooxxox oxo  x o  x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ooxxox oxoxo  x o  x ,0.0,1.2,0.0,0.0,0.0,0.0,0.0
ooxxox oxoxox  x o  x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ooxxox oxoxox oxo x o  x ,0.0,0.0,0.0,0.0,2.7,0.0,0.0
ooxxox oxoxox oxo x ox  x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ooxxox oxoxox oxoo x ox  x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xo xo      ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xox xo      ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxo xoxox      ,0.0,0.0,0.0,0.0,0.0,0.0,-0.6
xoxoxo xoxox     o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxo xoxoxx o    o ,0.0,0.0,0.0,0.0,0.0,0.0,0.6
xoxoxo xoxoxx o    ox ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
