state,0,1,2,3,4,5,6
xoxoxo xoxoxx oox    ox ,0.0,0.0,0.8999999999999999,0.0,0.0,0.0,0.0
xoxoxo xoxoxx ooxo    ox ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxo xoxoxx ooxox    ox ,0.0,0.0,0.0,0.0,0.0,0.0,-1.2
xoxoxo xoxoxx ooxox    oxo ,0.0,0.0,0.0,1.2,0.0,0.0,0.0
xoxoxo xoxoxx ooxox x   oxo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxo xoxoxx ooxoxo xx   oxo ,0.0,0.0,0.0,0.0,0.0,0.0,-3.9
xoxoxo xoxoxx ooxoxo xx   oxoo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxo xo      ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxo xoxo      ,0.0,0.0,0.0,1.5,0.0,0.0,0.0
xoxoxo xoxo  x    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxo xoxoox oxo x    ,0.0,0.0,0.0,0.0,0.0,0.0,-1.7999999999999998
xoxoxo xoxoox oxo x   x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxo xoxoox oxoo x   x ,0.0,0.0,0.0,0.0,0.0,0.0,-4.5
xoxoxo xoxoox oxoo x   xx ,0.0,0.0,6.0,0.0,0.0,0.0,0.0
xoxoxo xoxoox oxooo x   xx ,0.0,0.0,0.0,0.0,-5.1,0.0,0.0
xoxoxo xoxoox oxooo x x  xx ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xo    x o x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xooxox    x o x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xooxox    x o xo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xooxox xoxo   x o xo ,0.0,0.0,0.0,0.0,0.0,-1.2,0.0
xooxox xoxo   x ox xo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xooxox xoxoox   x ox xo ,0.0,0.0,0.0,3.0,0.0,0.0,0.0
xooxox xoxoox  o x ox xo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xooxox xoxoox xox o x ox xo ,0.0,0.0,0.0,0.0,0.0,3.3,0.0
xooxox xoxoox xox o x oxo xo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xooxox xoxoox xoxxo o x oxo xo ,0.0,0.0,0.0,0.0,-3.3,0.0,0.0
xooxox xoxoox xoxxo o xx oxo xo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xooxox xoxoox xoxxoo o xx oxo xo ,0.0,0.0,0.0,0.0,0.0,0.0,-3.9
xooxox xoxoox xoxxoo o xx oxo xox ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 x     o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xox x     o ,0.0,0.0,0.0,0.6,0.0,0.0,0.0
xox x  o   o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxo x  o   o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxo x  o x  o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxoo x  o x  o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxoo xxo  o x  o ,0.0,0.0,0.0,0.0,0.0,1.2,0.0
xoxxoo xxo  o x x o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxoo xxo  oo x x o ,0.0,1.7999999999999998,0.0,0.0,0.0,0.0,0.0
xoxxoo xxox  oo x x o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxoo xxox  oo xo x o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxoo xxoxxo  oo xo x o ,0.0,0.0,0.0,0.0,-0.6,0.0,0.0
xoxxoo xxoxxo  oo xox x o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxoo xxoxxo oxoxox oo xox x o ,0.0,0.0,0.0,0.0,0.0,0.0,1.2
xoxxoo xxoxxo oxoxox oo xox x oo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxoo xxoxxo oxoxox oox xox x oo ,0.0,0.0,0.0,0.0,0.0,0.0,1.2
xoxxoo xxoxxo oxoxox oox xox x ooo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxo       ,0.0,1.5708000000000002,1.2,1.024116,0.4241160000000001,0.0,0.0
xoxoxo xox      ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxo xox o     ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxo xoxx o     ,0.0,0.0,0.0,0.0,-2.4,0.0,0.0
xoxoxo xoxx o  o   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxo xoxxx o  o   ,0.0,0.0,-1.7999999999999998,0.0,0.0,0.0,0.0
xoxoxo xoxxx oo  o   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    xo   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xox    xo   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xox  o  xo   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxo  o  xo   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxo x o  xo   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxo x o  xo o  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxox x o  xo o  ,0.0,0.0,0.0,0.0,1.2,0.0,0.0
xoxxox x o  xoo o  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxox xxo o  xoo o  ,0.0,0.0,0.0,0.0,0.0,0.0,-1.2
xoxxox xxo o  xoo o x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxox xxoo o  xoo o x ,0.0,0.0,0.0,0.0,-1.7999999999999998,0.0,0.0
xoxxox xxoo o  xoox o x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxox xxooo o  xoox o x ,0.0,0.0,0.0,0.0,-2.7,0.0,0.0
xoxxox xxooo o  xooxx o x ,0.0,31.2,0.0,0.0,0.0,0.0,0.0
xoxxox xxoooo o  xooxx o x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxox     o  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxx ox    o  ,0.0,0.0,0.0,0.0,0.0,-0.6,0.0
xoxoxx ox    oo  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxx oxxoxo xo   oo  ,0.0,0.0,0.0,0.0,2.7,0.0,0.0
xoxoxx oxxoxo xo  x oo  ,0.0,0.0,0.0,0.0,-1.2,0.0,0.0
xoxoxx oxxoxo xo  xo oo  ,0.0,0.0,0.0,0.0,0.0,2.4,0.0
xoxoxx oxxoxo xo  xo oox  ,0.0,0.0,0.0,0.0,0.0,0.0,-2.4
xoxoxx oxxoxo xo  xo oox o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxox   o    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxox   ox    ,0.0,0.0,0.0,0.0,0.0,0.0,0.6
xoxox   ox   o ,0.0,-0.6,0.0,0.0,0.0,0.0,0.0
xoxox x  ox   o ,0.6,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxo x  ox   o ,0.0,0.0,0.0,0.0,0.0,0.0,0.6
xoxoxo x  ox   ox ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxox  o     ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxox  ox     ,0.0,0.0,0.0,0.0,1.2,0.0,0.0
xoxox  ox  o   ,0.0,0.0,1.7999999999999998,0.0,0.0,0.0,0.0
xoxox  oxx  o   ,0.0,0.0,0.0,0.0,-1.2,0.0,0.0
xoxox  oxx  oo   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxx ox oxx  oo   ,0.0,0.0,0.0,28.8,0.0,0.0,0.0
xoxoxx ox oxx o oo   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxoxox ooxox      ,0.0,-0.6,0.0,0.0,0.0,0.0,0.0
xxoxox ooxoxo      ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxoxox ooxoxo xo     ,0.0,0.0,0.0,0.0,0.0,-0.6,0.0
xxoxox ooxoxo xo   x  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxoxox ooxoxo xooxo   x  ,0.0,0.0,0.0,-0.3,0.0,0.0,0.0
xxoxox ooxoxo xooxo x  x  ,0.0,0.0,0.8999999999999999,0.0,0.0,0.0,0.0
xxoxox ooxoxo xooxoo x  x  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxoxox ooxoxo xooxoo xxoxo  x  ,0.0,0.0,0.0,0.0,0.0,0.0,-2.4
xxoxox ooxoxo xooxoo xxoxo  x x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxx oxo  o    ,0.0,-0.3,0.0,0.0,0.0,0.0,0.0
xoxoxx oxox  o    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxx oxoxox o o    ,0.0,0.0,0.0,0.0,0.0,0.0,-1.7999999999999998
xoxoxx oxoxox o o   x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxx ox  o    ,0.0,0.0,0.0,0.0,0.0,0.0,0.6
xoxoxx ox  o   o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxx oxx  o   o ,0.0,0.0,0.0,0.0,0.0,0.0,-0.6
xoxoxx oxx  o   oo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxx oxxxox o o   oo ,0.0,0.0,0.0,0.0,0.0,2.1,0.0
xoxoxx oxxxox o o  x oo ,0.0,0.0,0.0,0.0,0.0,-1.5,0.0
xoxoxx oxxxox o o  xo oo ,0.0,0.0,0.0,0.0,3.0,0.0,0.0
xoxoxx oxxxox o o x xo oo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxx oxxxox oox o x xo oo ,0.0,0.0,0.0,0.0,0.0,-5.4,0.0
xoxoxx oxxxox oox o x xoo oo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxx oxxxox ooxxo o x xoo oo ,0.0,0.0,0.0,0.0,0.0,7.199999999999999,0.0
xoxoxx oxxxox ooxxo o x xoox oo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
     xo  ,0.0,0.0,0.0,0.0,1.2,0.0,0.0
    x xo  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
o    x xo  ,0.0,0.0,0.0,0.0,0.0,0.0,2.1
o    x xo x ,0.0,0.0,-0.8999999999999999,0.0,0.0,0.0,0.0
o  o  x xo x ,0.0,0.0,0.8999999999999999,0.0,0.0,0.0,0.0
o  ox  x xo x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
o o ox  x xo x ,0.0,0.0,0.0,0.0,1.2,0.0,0.0
o o ox  xx xo x ,0.0,0.0,0.0,0.0,0.0,0.0,-0.6
o o ox  xx xo xo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ox o ox  xx xo xo ,0.0,1.7999999999999998,0.0,0.0,0.0,0.0,0.0
ox oo ox  xx xo xo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxxo oo ox  xx xo xo ,-1.2,0.0,0.0,0.0,0.0,0.0,0.0
oxxox oo ox  xx xo xo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxxoxo oo ox  xx xo xo ,0.0,0.0,0.0,0.0,0.3,0.0,0.0
oxxoxo oo ox  xxx xo xo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
o xo  x    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoxox xo  x    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoxox xo  x  o  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoxox xo  x  o x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoxox xoo  x  o x ,0.0,0.0,0.0,0.0,-0.8999999999999999,0.0,0.0
oxoxox xoo  x x o x ,0.0,0.0,3.3,0.0,0.0,0.0,0.0
oxoxox xoo o x x o x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoxox xooxox oox x x o x ,0.0,0.0,2.7,0.0,0.0,0.0,0.0
oxoxox xooxox ooxo x x o x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxo o     x ,-0.6,0.0,0.0,0.0,0.0,0.0,0.0
xoxox o     x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxo oxo     x ,0.0,1.2,0.0,0.0,0.0,0.0,0.0
xoxoxo oxox     x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxo oxoxox oxo    x ,0.0,0.0,0.0,0.0,-1.2,0.0,0.0
xoxoxo oxoxox oxo  x  x ,0.0,0.0,5.1,0.0,0.0,0.0,0.0
xoxoxo oxoxox oxoo  x  x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxo oxoxox oxooxo  x  x ,0.0,0.0,0.0,0.0,0.0,-1.5,0.0
xoxoxo oxoxox oxooxo  x x x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxo oxoxox oxooxo ox x x x ,0.0,0.0,0.0,31.5,0.0,0.0,0.0
xoxoxo oxoxox oxooxo oxo x x x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
o     x  ,0.0,0.0,0.6,0.0,0.0,0.0,0.0
oxoxox     x  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoxox     x o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoxox xo    x o ,0.0,0.0,0.0,0.0,0.0,0.0,-1.2
oxoxox xo    x ox ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoxox xoox    x ox ,0.0,0.0,0.0,0.0,1.2,0.0,0.0
oxoxox xoox   o x ox ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoxox xooxx   o x ox ,0.0,0.0,0.3,0.0,0.0,0.0,0.0
oxoxox xooxx o  o x ox ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoxox xooxxx o  o x ox ,0.0,0.0,0.0,0.0,0.8999999999999999,0.0,0.0
oxoxox xooxxx o  oo x ox ,0.0,0.0,0.3,0.0,0.0,0.0,0.0
oxoxox xooxxx ox  oo x ox ,0.0,0.0,0.0,0.3,0.0,0.0,0.0
oxoxox xooxxx ox o oo x ox ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoxox xooxxx oxxo o oo x ox ,0.0,0.0,0.3,0.0,0.0,0.0,0.0
oxoxox xooxxx oxxox o oo x ox ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoxox xooxxx oxxoxo oxo oo x ox ,0.0,0.0,0.0,0.0,0.0,0.0,1.2
oxoxox xooxxx oxxoxo oxo oo x oxx ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoxox xooxxx oxxoxo oxooxo ooxo x oxx ,0.0,0.0,0.0,0.0,31.5,0.0,0.0
oxoxox xooxxx oxxoxo oxooxo ooxox x oxx ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x  xo    o ,0.0,0.0,1.2,0.0,0.0,0.0,0.0
x  xox    o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x o xox    o ,0.0,0.0,0.0,0.6,0.0,0.0,0.0
x o xox x   o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxox o xox x   o ,0.0,0.0,0.0,0.0,-0.6,0.0,0.0
xoxox o xox x o  o ,0.0,0.0,0.0,0.0,0.0,0.6,0.0
xoxox o xox x o x o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxo ox xox x o x o ,0.0,0.0,0.0,0.0,0.0,-3.6,0.0
xoxoxo ox xox x o xo o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxo oxxox xox x o xo o ,0.0,0.0,0.0,0.0,-2.4,0.0,0.0
xoxoxo oxxox xox x oo xo o ,0.0,0.0,0.0,0.0,0.0,3.6,0.0
xoxoxo oxxox xox x oo xox o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xo  x    o ,0.0,2.1,0.0,0.0,0.0,0.0,0.0
xo x xo    o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xox x xo    o ,0.0,0.0,0.0,0.0,0.0,0.0,-1.5
xox x xo    oo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxx x xo    oo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxx x xo    ooo ,0.0,0.0,0.0,0.0,0.0,0.6,0.0
xoxx x xo   x ooo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxox xoxox xo   x ooo ,0.0,0.0,0.0,0.0,0.0,2.1,0.0
xoxxox xoxox xo   xo ooo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxox xoxoxx xo   xo ooo ,0.0,0.0,5.1,0.0,0.0,0.0,0.0
xoxxox xoxoxx xoo   xo ooo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxox xoxoxx xoox   xo ooo ,0.0,0.0,2.1,0.0,0.0,0.0,0.0
xoxxox xoxoxx xooxo   xo ooo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxox xoxoxx xooxox oxo  xo ooo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxox xoxoxx xooxox oxox  xo ooo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxoxox o     o ,0.0,1.2,0.0,0.0,0.0,0.0,0.0
xxoxox ox     o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxo  x     ,0.0,0.0,0.0,0.0,0.0,0.0,-1.2
xoxo  x    o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxo  x    o ,0.0,0.0,0.0,3.3,0.0,0.0,0.0
xoxoxo  x x   o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxo oxoxo x x   o ,0.0,0.0,0.0,0.0,0.0,0.0,2.1
xoxoxo oxoxo x x   ox ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxo oxoxoo x x   ox ,0.0,0.0,0.0,0.0,0.0,2.4,0.0
xoxoxo oxoxoo x x  x ox ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoxo oxoxoo xo x  x ox ,0.0,0.0,0.0,0.0,29.4,0.0,0.0
xoxoxo oxoxoo xo x x x ox ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxox     x  ,0.0,0.6,0.0,0.0,0.0,0.0,0.0
oxox o    x  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoxxo o    x  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoxxo ox    x  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoxxo oxoxo    x  ,0.0,0.0,0.0,0.0,1.2,0.0,0.0
oxoxxo oxoxo   x x  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oxoxxo oxoxoo xoxox  x x  ,0.0,0.0,0.6,0.0,0.0,0.0,0.0
oxoxxo oxoxoo xoxoxo  x x  ,0.0,0.0,0.0,28.8,0.0,0.0,0.0
oxoxxo oxoxoo xoxoxo x x x  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxo x      ,0.0,0.0,0.0,0.0,0.0,-0.6,0.0
xoxoox xoxox      ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoox xoxox    o  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoox xoxoxx oxoxox o  o  ,0.0,0.0,0.0,0.0,0.0,1.2,0.0
xoxoox xoxoxx oxoxox o  ox  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoox o x     ,0.0,2.1,0.0,0.0,0.0,0.0,0.0
xoxoox ox x     ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoox oxox x     ,0.0,0.0,0.0,0.0,-0.3,0.0,0.0
xoxoox oxox x  o   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoox oxoxx x  o   ,0.0,0.0,0.0,0.0,-1.5,0.0,0.0
xoxoox oxoxx x  oo   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoox oxoxxx xoxox  oo   ,0.0,0.0,0.0,0.0,0.8999999999999999,0.0,0.0
xoxoox oxoxxx xoxox  ooo   ,0.0,0.0,0.0,0.0,2.4,0.0,0.0
xoxoox oxoxxx xoxox  ooox   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoox oxoxxx xoxoxo xox ooox   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoox oxoxxx xoxoxo xox oooxo   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoox oxoxxx xoxoxo xox oooxo  x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoox oxoxxx xoxoxo xoxoxo oooxox o x ,0.0,0.0,0.0,0.0,0.0,0.0,1.2
xoxoox oxoxxx xoxoxo xoxoxo oooxox o xx ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xox    o   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxxo    o   ,0.0,0.0,1.2,0.0,0.0,0.0,0.0
xoxxo  x  o   ,-1.2,0.0,0.0,0.0,0.0,0.0,0.0
xoxxoo xoxoxo xxox  o   ,0.0,0.0,0.0,0.0,-0.8999999999999999,0.0,0.0
xoxxoo xoxoxo xxox  oo   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoox  x     ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoox  x o    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoox x x o    ,0.0,0.0,0.0,0.0,0.6,0.0,0.0
xoxoox x x o o   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ooxo   x x   ,0.0,0.0,0.0,0.0,3.0,0.0,3.51
ooxo   x xx   ,0.0,-1.7999999999999998,0.0,0.0,0.0,0.0,0.0
ooxo o  x xx   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ooxoxo oxoxox  x xx   ,0.0,0.0,0.0,-1.2,0.0,0.0,0.0
ooxoxo oxoxox  xo xx   ,0.0,0.0,0.0,1.7999999999999998,0.0,0.0,0.0
ooxoxo oxoxox  xox xx   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ooxoxo oxoxox  xox xxo   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ooxoxo oxoxox xoxoxo xox xxo   ,0.0,0.0,0.0,0.0,0.0,0.0,3.6
ooxoxo oxoxox xoxoxo xox xxo  x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ooxoxo oxoxox xoxoxo xoxo xxo  x ,0.0,0.0,0.0,4.5,0.0,0.0,0.0
ooxoxo oxoxox xoxoxo xoxox xxo  x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ooxoxo oxoxox xoxoxo xoxoxo xxox  x ,0.0,0.0,0.0,0.0,0.0,-0.6,0.0
ooxoxo oxoxox xoxoxo xoxoxo xxox o x ,0.0,0.0,0.0,0.0,0.0,0.0,1.2
ooxoxo oxoxox xoxoxo xoxoxo xxox o xx ,0.0,0.0,0.0,0.0,0.0,-0.6,0.0
ooxoxo oxoxox xoxoxo xoxoxo xxox oo xx ,0.0,0.0,0.0,0.0,0.0,0.0,2.7
ooxoxo oxoxox xoxoxo xoxoxo xxox oo xxx ,0.0,0.0,0.0,0.0,0.0,0.0,2.1
ooxoxo oxoxox xoxoxo xoxoxo xxox oo xxxo ,0.0,0.0,0.0,0.0,0.0,-1.5,0.0
ooxoxo oxoxox xoxoxo xoxoxo xxox oox xxxo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoox xoxoxo xo     ,0.0,0.0,0.0,30.0,0.0,0.0,0.0
xoxoox xoxoxo xo x    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxo    x   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoo    x   ,0.0,0.0,0.0,0.0,0.0,1.2,0.0
xoxoo    x x  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxooo xo   x x  ,0.0,0.0,4.5,0.0,0.0,0.0,0.0
xoxooo xo x  x x  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxooo xooxo x  x x  ,0.0,0.3,0.0,0.0,0.0,0.0,0.0
xoxooo xooxox x  x x  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxooo xooxox xo  x x  ,0.0,0.0,0.0,0.0,-1.7999999999999998,0.0,0.0
xoxooo xooxox xo  xx x  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
     x o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 x    x o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
o x    x o ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
o x    x ox ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oo x    x ox ,0.0,0.0,0.0,0.0,0.6,0.0,0.0
oo x   x x ox ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ooox x   x x ox ,0.0,0.0,0.0,0.0,0.0,-1.2,0.0
ooox x   x xo ox ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oooxxo x   x xo ox ,0.0,0.0,0.0,0.0,0.0,1.2,0.0
oooxxo x   x xox ox ,0.0,1.2,0.0,0.0,0.0,0.0,0.0
oooxxo xo   x xox ox ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oooxxo xoxo   x xox ox ,0.0,0.0,2.4,0.0,0.0,0.0,0.0
oooxxo xoxo x  x xox ox ,0.0,0.0,0.0,0.0,0.0,0.0,-1.7999999999999998
oooxxo xoxo x  x xox oxo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oooxxo xoxoxo x  x xox oxo ,0.0,0.0,0.0,0.0,3.0,0.0,0.0
oooxxo xoxoxo x  xx xox oxo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oooxxo xoxoxo xox  xx xox oxo ,0.0,0.0,0.0,0.0,-0.8999999999999999,0.0,0.0
oooxxo xoxoxo xox  xxo xox oxo ,0.0,0.0,0.0,0.0,0.0,0.0,2.4
oooxxo xoxoxo xox  xxo xox oxox ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oooxxo xoxoxo xoxox  xxo xox oxox ,0.0,0.0,0.0,0.6,0.0,0.0,0.0
oooxxo xoxoxo xoxox o xxo xox oxox ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oooxxo xoxoxo xoxoxx o xxo xox oxox ,0.0,0.0,0.0,0.0,2.7,0.0,0.0
oooxxo xoxoxo xoxoxx o xxoo xox oxox ,0.0,0.0,0.0,0.0,0.0,0.0,-1.2
oooxxo xoxoxo xoxoxx o xxoo xox oxoxx ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoox xoxox   o   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoox xoxoxx o  o   ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoox xoxoxx o  o x  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoox xoxoxx ooxo  o x  ,0.0,0.0,0.0,0.0,0.0,0.0,-1.5
xoxoox xoxoxx ooxo  o x x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoox xoxoxx ooxoox oxox o x x ,0.0,0.0,0.0,0.0,0.0,-2.1,0.0
xoxoox xoxoxx ooxoox oxox o xo x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xoxoox xoxoxx ooxoox oxoxx o xo x ,0.0,0.0,0.0,0.0,-1.5,0.0,0.0
xoxoox xoxoxx ooxoox oxoxx oo xo x ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
